Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
01.01.2022 00:00;01.01.2022 01:00;4.232,50;1.465,75;5.975,50;25.570,25;2,00;157,00;3.304,75;3.562,00;2.039,25;3.491,50;416,50;1.454,75
01.01.2022 01:00;01.01.2022 02:00;4.220,00;1.518,00;5.775,25;24.318,25;2,00;158,00;3.348,00;3.546,75;2.049,75;3.406,75;414,75;1.453,50
01.01.2022 02:00;01.01.2022 03:00;4.222,50;1.468,00;5.548,00;23.169,50;2,00;159,00;3.344,25;3.495,00;2.033,25;3.401,50;379,75;1.445,50
01.01.2022 03:00;01.01.2022 04:00;4.227,50;1.452,75;5.382,75;22.092,50;2,00;159,50;3.342,50;3.504,75;2.023,75;3.406,75;321,25;1.441,75
01.01.2022 04:00;01.01.2022 05:00;4.231,50;1.498,00;5.586,50;20.607,00;2,00;158,50;3.342,50;3.537,50;2.013,25;3.421,50;244,25;1.435,25
01.01.2022 05:00;01.01.2022 06:00;4.244,25;1.478,50;4.531,25;19.575,25;2,00;158,50;3.347,25;3.767,00;2.014,00;3.412,50;212,75;1.441,50
01.01.2022 06:00;01.01.2022 07:00;4.293,00;1.439,50;4.514,75;19.274,50;2,00;158,00;3.343,25;3.876,25;2.031,25;3.409,50;167,00;1.444,50
01.01.2022 07:00;01.01.2022 08:00;4.367,25;1.441,00;4.850,00;18.045,50;2,00;158,00;3.329,25;3.869,50;2.361,50;3.431,75;275,25;1.453,00
01.01.2022 08:00;01.01.2022 09:00;4.487,75;1.459,75;4.172,00;16.691,75;224,00;158,75;3.343,50;3.981,75;2.448,75;3.568,00;183,25;1.451,25
01.01.2022 09:00;01.01.2022 10:00;4.529,75;1.457,75;4.214,00;15.714,75;1.804,00;158,25;3.330,75;4.209,50;2.461,50;3.489,25;141,00;1.444,75
01.01.2022 10:00;01.01.2022 11:00;4.537,50;1.458,25;4.051,00;14.022,50;4.115,00;152,50;3.339,25;4.374,25;2.444,00;3.610,75;206,00;1.442,50
01.01.2022 11:00;01.01.2022 12:00;4.503,75;1.471,75;4.265,00;11.941,25;6.355,00;152,25;3.343,25;4.423,75;2.527,00;3.624,25;164,25;1.438,25
01.01.2022 12:00;01.01.2022 13:00;4.449,25;1.453,00;4.995,00;10.392,75;7.443,00;147,75;3.348,00;4.503,50;2.722,50;3.617,50;871,50;1.439,50
01.01.2022 13:00;01.01.2022 14:00;4.399,00;1.464,25;5.527,50;8.996,25;6.584,25;146,00;3.344,00;4.239,75;2.748,75;3.508,25;1.336,75;1.440,50
01.01.2022 14:00;01.01.2022 15:00;4.414,50;1.499,75;5.889,25;8.393,50;4.392,50;146,00;3.307,50;4.907,25;2.930,00;3.602,00;2.326,50;1.436,00
01.01.2022 15:00;01.01.2022 16:00;4.473,75;1.500,25;6.038,25;8.809,00;1.668,75;147,50;3.344,25;6.367,50;3.328,25;3.616,75;2.041,75;1.437,25
01.01.2022 16:00;01.01.2022 17:00;4.584,50;1.439,75;6.106,50;10.675,25;133,25;150,00;3.346,00;7.041,50;3.810,50;3.551,25;2.933,25;1.447,25
01.01.2022 17:00;01.01.2022 18:00;4.628,50;1.440,00;6.080,00;12.983,75;2,25;150,75;3.349,50;7.377,75;4.024,25;3.513,00;3.629,75;1.446,50
01.01.2022 18:00;01.01.2022 19:00;4.659,25;1.433,50;6.048,50;15.087,75;2,00;153,00;3.351,50;7.576,00;4.177,25;3.513,00;4.089,75;1.453,75
01.01.2022 19:00;01.01.2022 20:00;4.607,75;1.427,00;6.086,00;17.047,00;2,00;152,00;3.350,75;7.200,50;3.973,25;3.565,25;3.367,75;1.454,75
01.01.2022 20:00;01.01.2022 21:00;4.491,25;1.440,00;6.232,50;18.047,25;2,00;155,75;3.352,50;6.287,00;3.575,50;3.670,00;2.139,75;1.455,75
01.01.2022 21:00;01.01.2022 22:00;4.392,50;1.439,00;6.473,25;18.560,00;2,00;158,00;3.353,00;5.657,25;3.131,75;3.582,50;1.222,75;1.456,75
01.01.2022 22:00;01.01.2022 23:00;4.337,75;1.502,00;6.743,25;18.650,25;2,00;158,25;3.357,50;5.691,00;2.623,75;3.558,50;1.393,00;1.466,25
01.01.2022 23:00;02.01.2022 00:00;4.287,25;1.435,00;6.932,75;18.907,75;2,00;159,50;3.354,75;4.544,50;2.437,50;3.492,00;624,75;1.463,75
02.01.2022 00:00;02.01.2022 01:00;4.223,25;1.418,75;6.943,50;18.965,00;2,00;160,00;3.318,25;3.648,00;2.268,00;3.480,50;209,75;1.460,00
02.01.2022 01:00;02.01.2022 02:00;4.227,00;1.448,50;6.835,00;18.795,00;2,00;159,50;3.183,25;3.666,25;2.211,50;3.443,50;376,50;1.451,25
02.01.2022 02:00;02.01.2022 03:00;4.234,50;1.497,25;6.783,75;18.018,25;2,00;158,50;3.269,00;3.520,50;2.192,25;3.439,75;387,25;1.450,50
02.01.2022 03:00;02.01.2022 04:00;4.234,25;1.504,75;6.274,25;18.982,25;2,00;156,75;3.323,25;3.457,50;2.195,00;3.446,00;350,50;1.448,00
02.01.2022 04:00;02.01.2022 05:00;4.247,25;1.507,25;6.037,25;18.102,00;2,00;156,00;3.340,25;3.459,00;2.215,50;3.406,50;348,25;1.440,00
02.01.2022 05:00;02.01.2022 06:00;4.259,00;1.500,50;6.314,00;18.176,50;2,00;154,25;3.336,25;3.468,25;2.207,00;3.438,00;340,25;1.447,00
02.01.2022 06:00;02.01.2022 07:00;4.315,25;1.429,50;6.000,50;19.031,00;2,00;152,25;3.330,75;3.451,25;2.225,75;3.472,00;292,50;1.438,50
02.01.2022 07:00;02.01.2022 08:00;4.384,50;1.395,25;5.377,00;20.611,25;2,50;152,50;3.362,00;3.469,25;2.234,25;3.514,25;841,50;1.444,00
02.01.2022 08:00;02.01.2022 09:00;4.477,25;1.402,75;5.620,75;22.654,50;337,00;151,75;3.345,00;3.616,00;2.071,75;3.596,25;1.556,25;1.442,75
02.01.2022 09:00;02.01.2022 10:00;4.533,75;1.402,00;5.098,50;23.604,00;1.959,50;152,50;3.358,75;3.610,50;2.116,50;3.526,00;1.466,50;1.438,00
02.01.2022 10:00;02.01.2022 11:00;4.556,25;1.413,25;5.430,50;24.892,00;3.959,25;153,75;3.347,00;3.578,75;2.189,00;3.510,00;1.345,25;1.438,75
02.01.2022 11:00;02.01.2022 12:00;4.530,50;1.408,25;6.116,25;26.543,25;5.160,75;152,50;3.371,00;3.479,50;2.202,00;3.458,50;739,25;1.441,00
02.01.2022 12:00;02.01.2022 13:00;4.421,25;1.438,75;6.329,00;28.824,25;5.033,50;150,50;3.364,75;3.524,75;2.222,25;3.492,50;550,00;1.443,25
02.01.2022 13:00;02.01.2022 14:00;4.370,50;1.405,00;5.981,25;30.427,50;3.810,00;150,75;3.355,50;3.494,25;2.217,00;3.512,75;412,75;1.443,00
02.01.2022 14:00;02.01.2022 15:00;4.354,75;1.412,25;5.680,50;32.024,00;2.601,00;151,00;3.352,50;3.502,50;2.189,00;3.464,50;312,25;1.445,75
02.01.2022 15:00;02.01.2022 16:00;4.377,25;1.411,00;5.827,50;33.516,75;1.024,50;151,75;3.349,75;3.485,25;2.283,50;3.445,50;381,00;1.457,75
02.01.2022 16:00;02.01.2022 17:00;4.461,75;1.462,00;6.303,00;34.516,00;55,25;153,00;3.345,00;3.493,75;2.347,50;3.424,25;492,25;1.459,50
02.01.2022 17:00;02.01.2022 18:00;4.549,00;1.392,50;6.361,25;35.780,50;3,00;152,25;3.345,25;3.664,50;2.432,25;3.379,00;486,25;1.456,75
02.01.2022 18:00;02.01.2022 19:00;4.592,75;1.441,75;6.539,25;36.095,75;2,00;152,00;3.328,75;3.665,75;2.402,00;3.418,25;621,25;1.457,25
02.01.2022 19:00;02.01.2022 20:00;4.586,75;1.497,50;6.732,75;34.832,00;1,75;152,50;3.324,50;3.582,00;2.385,00;3.396,75;851,00;1.456,75
02.01.2022 20:00;02.01.2022 21:00;4.540,75;1.454,50;6.952,75;33.834,00;2,00;153,00;3.323,00;3.597,75;2.325,75;3.424,25;1.141,50;1.456,50
02.01.2022 21:00;02.01.2022 22:00;4.438,50;1.407,75;6.680,50;32.480,50;2,00;152,75;3.306,75;3.512,25;2.219,75;3.352,50;1.000,00;1.458,25
02.01.2022 22:00;02.01.2022 23:00;4.369,75;1.409,25;6.037,00;30.518,50;2,00;153,00;3.355,75;3.511,00;2.184,00;3.436,00;1.223,50;1.467,00
02.01.2022 23:00;03.01.2022 00:00;4.293,50;1.379,00;5.969,00;29.805,50;2,00;153,50;3.348,50;3.524,50;2.143,00;3.299,25;724,50;1.461,75
03.01.2022 00:00;03.01.2022 01:00;4.203,50;1.405,25;6.254,00;28.591,25;2,00;153,00;3.339,25;3.676,50;2.093,75;3.478,50;252,00;1.451,75
03.01.2022 01:00;03.01.2022 02:00;4.184,50;1.445,00;6.047,75;26.610,00;2,00;152,00;3.278,75;3.977,75;2.059,00;3.371,25;366,00;1.441,00
03.01.2022 02:00;03.01.2022 03:00;4.175,50;1.485,75;5.705,00;26.360,50;2,00;153,00;3.146,25;3.858,50;2.024,50;3.421,25;411,50;1.428,00
03.01.2022 03:00;03.01.2022 04:00;4.150,00;1.456,50;5.713,50;25.569,25;2,00;153,75;3.101,75;3.870,75;2.028,25;3.448,75;293,00;1.428,25
03.01.2022 04:00;03.01.2022 05:00;4.180,25;1.493,50;5.781,00;27.108,00;2,00;154,75;3.122,50;4.013,75;2.051,50;3.424,25;267,00;1.425,50
03.01.2022 05:00;03.01.2022 06:00;4.239,00;1.439,75;6.091,75;30.921,25;1,25;154,25;3.332,25;4.303,75;2.220,00;3.504,50;356,50;1.425,75
03.01.2022 06:00;03.01.2022 07:00;4.285,25;1.426,50;6.177,25;36.087,00;1,25;153,50;3.330,50;5.047,00;2.576,75;3.906,50;411,00;1.384,00
03.01.2022 07:00;03.01.2022 08:00;4.446,75;1.469,25;6.058,00;37.615,75;2,00;153,00;3.336,50;5.755,75;3.092,75;4.751,75;729,00;1.338,25
03.01.2022 08:00;03.01.2022 09:00;4.565,50;1.453,50;6.060,75;36.623,25;148,00;149,50;3.342,00;7.212,00;3.505,25;5.326,50;1.463,50;1.337,75
03.01.2022 09:00;03.01.2022 10:00;4.569,00;1.427,50;6.024,00;35.976,50;1.449,00;148,25;3.346,75;8.444,50;3.557,50;5.389,00;1.815,50;1.329,50
03.01.2022 10:00;03.01.2022 11:00;4.510,75;1.413,75;5.656,25;36.100,75;3.310,75;148,75;3.351,25;8.962,25;3.581,50;5.559,25;1.376,75;1.333,50
03.01.2022 11:00;03.01.2022 12:00;4.467,00;1.410,50;5.643,50;36.778,25;4.541,00;148,75;3.499,25;8.986,75;3.578,00;5.432,75;698,25;1.339,25
03.01.2022 12:00;03.01.2022 13:00;4.412,50;1.425,50;5.631,00;36.692,50;4.773,00;150,75;3.918,25;9.073,25;3.433,75;5.337,25;820,75;1.355,75
03.01.2022 13:00;03.01.2022 14:00;4.405,75;1.388,50;5.638,25;35.980,50;3.789,50;153,50;4.040,25;9.301,25;3.332,25;5.450,75;714,00;1.334,00
03.01.2022 14:00;03.01.2022 15:00;4.448,50;1.415,00;5.646,25;34.870,00;2.535,25;155,75;4.046,75;9.777,75;3.335,00;5.429,50;617,25;1.363,75
03.01.2022 15:00;03.01.2022 16:00;4.525,50;1.405,25;5.651,50;33.277,25;907,25;156,00;4.045,25;10.824,00;3.459,75;5.435,50;1.686,75;1.371,00
03.01.2022 16:00;03.01.2022 17:00;4.654,25;1.376,50;5.656,50;32.903,75;44,75;163,00;4.047,75;11.331,00;4.063,50;5.566,00;3.309,25;1.397,00
03.01.2022 17:00;03.01.2022 18:00;4.710,25;1.384,50;5.601,50;32.372,25;3,00;170,00;4.050,00;11.398,25;4.330,25;5.806,50;3.566,00;1.406,25
03.01.2022 18:00;03.01.2022 19:00;4.719,00;1.451,50;5.447,00;32.522,75;2,00;168,50;4.049,75;11.579,75;4.414,50;5.747,75;2.101,50;1.405,50
03.01.2022 19:00;03.01.2022 20:00;4.680,25;1.462,50;5.455,25;30.988,00;2,00;160,50;4.054,25;11.833,75;4.280,00;5.573,25;1.784,75;1.391,00
03.01.2022 20:00;03.01.2022 21:00;4.590,50;1.453,50;5.157,25;29.027,75;2,00;162,75;4.055,00;12.061,75;4.415,50;5.314,50;1.365,00;1.389,25
03.01.2022 21:00;03.01.2022 22:00;4.417,50;1.478,00;5.132,25;27.448,25;2,00;163,00;4.056,00;11.859,50;4.558,00;5.348,50;686,25;1.408,00
03.01.2022 22:00;03.01.2022 23:00;4.337,25;1.399,25;5.479,00;24.929,75;2,00;164,00;4.061,75;11.796,00;4.848,50;4.993,00;206,75;1.423,00
03.01.2022 23:00;04.01.2022 00:00;4.276,75;1.390,75;5.342,00;23.001,50;2,00;165,25;4.066,00;11.849,50;4.684,75;4.777,25;208,75;1.422,75
04.01.2022 00:00;04.01.2022 01:00;4.258,75;1.462,50;5.306,50;21.407,75;2,00;174,50;4.062,25;12.531,00;4.601,00;4.501,25;239,00;1.416,25
04.01.2022 01:00;04.01.2022 02:00;4.267,75;1.543,75;4.863,50;20.274,25;2,00;163,50;4.064,75;12.376,00;4.466,00;4.436,50;208,50;1.395,00
04.01.2022 02:00;04.01.2022 03:00;4.250,00;1.557,25;3.962,00;18.928,00;2,00;165,50;4.066,75;11.923,25;3.978,50;4.351,25;224,00;1.420,00
04.01.2022 03:00;04.01.2022 04:00;4.250,25;1.537,00;3.435,00;17.733,50;2,00;166,75;4.066,75;11.989,75;4.274,50;4.493,50;214,75;1.381,25
04.01.2022 04:00;04.01.2022 05:00;4.280,25;1.486,00;2.651,25;16.291,75;2,00;166,75;4.066,75;12.508,25;5.033,75;4.838,00;263,50;1.377,00
04.01.2022 05:00;04.01.2022 06:00;4.318,25;1.382,25;2.512,00;15.201,00;2,00;175,75;4.063,00;12.573,75;6.423,25;5.390,75;243,50;1.389,00
04.01.2022 06:00;04.01.2022 07:00;4.411,50;1.409,25;3.088,00;14.214,00;2,00;205,25;4.061,75;12.898,00;8.477,75;6.902,25;343,75;1.420,75
04.01.2022 07:00;04.01.2022 08:00;4.598,25;1.602,25;3.319,00;13.310,75;4,00;210,75;4.062,00;12.879,00;10.331,50;7.974,25;2.082,50;1.488,25
04.01.2022 08:00;04.01.2022 09:00;4.706,00;1.544,75;3.250,75;12.608,50;54,50;208,00;4.064,00;12.950,50;10.766,25;9.279,25;3.250,75;1.501,00
04.01.2022 09:00;04.01.2022 10:00;4.720,25;1.492,75;2.818,00;11.926,25;493,75;207,00;4.065,75;12.957,00;11.213,50;9.914,50;3.983,75;1.520,00
04.01.2022 10:00;04.01.2022 11:00;4.690,00;1.487,75;3.544,00;11.819,75;1.182,50;203,75;4.064,75;12.978,00;11.422,25;10.014,75;4.017,50;1.538,00
04.01.2022 11:00;04.01.2022 12:00;4.647,50;1.448,00;3.506,75;12.104,25;1.853,25;209,00;4.063,25;13.070,75;11.597,00;10.012,25;3.603,50;1.539,50
04.01.2022 12:00;04.01.2022 13:00;4.585,00;1.503,75;4.554,75;12.056,50;2.340,50;211,00;4.052,50;13.233,00;11.693,50;9.894,50;2.286,50;1.534,25
04.01.2022 13:00;04.01.2022 14:00;4.530,00;1.432,75;5.440,75;12.366,50;2.297,00;210,25;4.050,00;13.275,00;11.541,75;9.895,75;671,50;1.538,75
04.01.2022 14:00;04.01.2022 15:00;4.493,50;1.543,50;5.559,50;13.093,50;1.225,25;214,25;4.048,50;13.330,00;10.992,25;9.973,50;662,25;1.421,75
04.01.2022 15:00;04.01.2022 16:00;4.520,75;1.485,75;6.139,00;13.767,50;407,25;214,00;4.056,50;13.466,75;10.708,00;9.963,25;1.351,50;1.497,00
04.01.2022 16:00;04.01.2022 17:00;4.603,50;1.458,50;6.094,00;14.701,75;19,50;214,25;4.062,75;13.457,75;10.776,75;10.056,75;2.152,75;1.458,75
04.01.2022 17:00;04.01.2022 18:00;4.690,75;1.425,75;5.947,75;15.650,25;3,00;215,50;4.064,50;13.475,50;10.869,00;10.267,50;3.046,50;1.459,25
04.01.2022 18:00;04.01.2022 19:00;4.699,00;1.414,00;5.992,25;15.661,50;2,75;216,00;4.065,50;13.483,50;10.796,75;10.148,00;2.089,75;1.458,50
04.01.2022 19:00;04.01.2022 20:00;4.632,00;1.406,00;6.227,50;16.058,75;2,00;216,00;4.074,50;13.423,25;10.625,50;9.859,00;1.557,50;1.452,50
04.01.2022 20:00;04.01.2022 21:00;4.469,25;1.439,00;6.547,25;15.967,50;2,00;217,50;4.080,25;13.458,25;10.361,25;8.615,75;1.455,25;1.455,75
04.01.2022 21:00;04.01.2022 22:00;4.388,50;1.409,50;6.628,25;15.698,75;2,00;218,00;4.087,25;13.493,50;10.218,00;7.059,50;1.017,50;1.453,75
04.01.2022 22:00;04.01.2022 23:00;4.328,75;1.416,25;6.806,50;15.386,00;2,00;217,75;4.089,75;13.590,00;9.811,50;6.783,75;908,00;1.464,00
04.01.2022 23:00;05.01.2022 00:00;4.260,50;1.431,50;7.229,25;15.511,00;2,00;216,50;4.087,25;13.800,50;8.848,00;6.113,00;660,00;1.462,00
05.01.2022 00:00;05.01.2022 01:00;4.173,00;1.441,25;7.183,75;16.456,00;2,00;182,00;4.089,00;13.673,25;7.351,50;4.317,00;370,00;1.389,75
05.01.2022 01:00;05.01.2022 02:00;4.145,25;1.427,25;7.006,00;18.295,25;2,00;175,50;4.094,25;12.953,25;6.348,00;4.349,00;260,75;1.367,25
05.01.2022 02:00;05.01.2022 03:00;4.127,50;1.416,50;6.658,50;20.830,00;2,00;179,00;4.096,00;12.043,50;5.654,25;4.320,00;225,00;1.365,75
05.01.2022 03:00;05.01.2022 04:00;4.134,50;1.419,25;6.314,00;23.332,75;2,00;178,00;4.098,25;11.660,50;4.359,50;4.302,25;240,50;1.357,50
05.01.2022 04:00;05.01.2022 05:00;4.178,75;1.393,00;6.094,00;24.859,00;3,00;174,75;4.098,50;12.106,00;4.598,00;4.322,50;260,25;1.349,75
05.01.2022 05:00;05.01.2022 06:00;4.190,50;1.389,50;6.109,75;26.677,25;2,50;170,00;4.095,25;12.349,75;6.031,00;4.757,00;308,75;1.347,25
05.01.2022 06:00;05.01.2022 07:00;4.261,00;1.410,75;5.891,50;29.323,50;2,50;171,00;4.082,25;13.028,00;6.842,50;4.926,50;573,25;1.351,75
05.01.2022 07:00;05.01.2022 08:00;4.450,75;1.424,00;5.821,50;31.143,50;3,00;181,25;4.081,00;13.482,25;7.342,75;5.358,50;770,25;1.371,50
05.01.2022 08:00;05.01.2022 09:00;4.575,00;1.475,00;5.814,75;32.527,00;145,75;177,00;4.087,25;12.893,25;7.357,50;5.636,50;1.040,00;1.374,25
05.01.2022 09:00;05.01.2022 10:00;4.584,75;1.481,25;5.854,00;33.488,00;1.294,50;178,00;4.088,50;12.428,00;7.176,25;5.614,00;1.254,75;1.373,25
05.01.2022 10:00;05.01.2022 11:00;4.484,25;1.448,75;5.868,25;34.887,75;3.451,75;179,50;4.084,25;11.965,25;7.235,75;5.551,00;422,50;1.365,50
05.01.2022 11:00;05.01.2022 12:00;4.427,75;1.498,75;5.861,00;35.863,25;5.281,50;169,75;4.088,75;12.312,00;6.804,75;5.472,75;261,75;1.322,25
05.01.2022 12:00;05.01.2022 13:00;4.364,00;1.450,75;5.876,50;36.789,00;5.979,50;171,00;4.089,75;12.043,75;6.244,25;5.253,25;238,75;1.272,50
05.01.2022 13:00;05.01.2022 14:00;4.358,00;1.469,50;5.835,25;37.487,75;5.049,00;172,25;4.087,00;11.561,00;6.112,75;5.324,25;281,25;1.271,75
05.01.2022 14:00;05.01.2022 15:00;4.388,25;1.465,25;5.259,00;37.715,75;3.118,50;175,75;4.086,00;11.670,25;6.661,75;5.525,75;317,50;1.305,50
05.01.2022 15:00;05.01.2022 16:00;4.450,75;1.476,25;5.187,50;36.799,00;1.104,50;174,25;4.086,75;11.667,00;7.353,00;5.857,75;848,75;1.337,50
05.01.2022 16:00;05.01.2022 17:00;4.570,25;1.524,00;5.064,00;35.488,00;79,25;196,00;4.085,25;11.550,25;7.793,25;6.561,25;2.162,00;1.434,25
05.01.2022 17:00;05.01.2022 18:00;4.657,75;1.458,75;5.014,00;33.849,00;3,25;213,75;4.086,75;11.546,75;7.961,75;6.888,25;3.197,75;1.500,00
05.01.2022 18:00;05.01.2022 19:00;4.649,00;1.446,25;4.872,00;33.499,75;2,50;213,50;4.087,50;11.761,00;7.967,50;6.667,00;890,75;1.494,25
05.01.2022 19:00;05.01.2022 20:00;4.605,50;1.443,75;5.034,00;32.596,50;2,00;213,75;4.091,50;11.841,25;7.698,50;6.291,75;416,00;1.489,50
05.01.2022 20:00;05.01.2022 21:00;4.476,25;1.464,00;5.113,50;30.850,75;2,00;186,25;4.092,25;11.978,75;6.669,00;5.528,25;449,00;1.428,50
05.01.2022 21:00;05.01.2022 22:00;4.367,50;1.444,25;5.117,00;28.909,25;2,25;177,50;4.092,50;11.932,50;6.287,00;5.074,25;294,50;1.398,50
05.01.2022 22:00;05.01.2022 23:00;4.318,50;1.445,50;5.380,50;26.899,75;3,00;177,50;4.096,25;12.359,75;6.329,75;4.767,25;241,75;1.405,25
05.01.2022 23:00;06.01.2022 00:00;4.266,00;1.428,25;5.509,00;25.567,50;2,00;178,75;4.099,75;12.165,50;5.533,50;4.543,50;240,75;1.414,50
06.01.2022 00:00;06.01.2022 01:00;4.207,75;1.440,75;5.381,00;24.223,50;2,00;184,50;4.096,00;11.949,00;4.695,00;4.340,25;274,25;1.363,75
06.01.2022 01:00;06.01.2022 02:00;4.203,50;1.445,25;5.640,50;21.924,25;2,00;183,50;4.102,50;11.958,25;5.358,75;4.553,25;322,75;1.372,75
06.01.2022 02:00;06.01.2022 03:00;4.190,50;1.408,75;6.329,75;19.651,50;2,00;211,00;4.098,75;11.852,00;7.160,75;4.924,00;207,00;1.428,00
06.01.2022 03:00;06.01.2022 04:00;4.189,50;1.479,50;6.484,50;17.107,25;2,00;210,25;4.098,25;11.775,00;7.774,00;5.136,50;295,00;1.439,50
06.01.2022 04:00;06.01.2022 05:00;4.214,00;1.412,75;5.704,75;15.855,00;2,00;211,25;4.006,25;11.657,50;9.193,75;5.518,50;283,50;1.432,00
06.01.2022 05:00;06.01.2022 06:00;4.258,75;1.394,25;4.418,25;15.098,75;2,00;205,75;3.997,75;11.847,50;10.071,25;6.102,50;482,25;1.432,50
06.01.2022 06:00;06.01.2022 07:00;4.387,25;1.414,00;3.255,50;13.765,50;2,00;208,00;3.997,50;12.197,00;11.125,75;7.298,75;2.060,75;1.445,25
06.01.2022 07:00;06.01.2022 08:00;4.584,00;1.439,25;2.335,75;11.850,75;3,25;205,50;3.997,50;12.013,00;12.087,50;9.296,50;3.704,75;1.496,50
06.01.2022 08:00;06.01.2022 09:00;4.640,00;1.614,75;1.563,25;10.381,75;291,75;206,00;3.997,75;11.646,75;12.662,00;10.215,25;4.340,25;1.487,25
06.01.2022 09:00;06.01.2022 10:00;4.660,50;1.662,50;987,00;8.805,50;2.690,50;207,75;3.969,50;11.864,25;12.242,00;10.274,25;3.350,25;1.478,50
06.01.2022 10:00;06.01.2022 11:00;4.660,00;1.449,50;719,25;7.189,50;6.390,50;210,50;3.967,75;12.007,25;11.707,00;10.234,00;2.734,75;1.498,00
06.01.2022 11:00;06.01.2022 12:00;4.582,75;1.424,50;611,25;5.955,25;9.568,00;204,25;3.962,25;11.932,25;11.620,25;10.111,00;1.330,50;1.488,00
06.01.2022 12:00;06.01.2022 13:00;4.471,50;1.429,00;845,25;5.054,75;10.868,75;203,75;3.967,50;12.009,50;11.669,50;9.939,00;773,75;1.487,50
06.01.2022 13:00;06.01.2022 14:00;4.452,25;1.411,25;1.418,25;4.392,00;9.937,50;197,50;4.003,75;12.085,75;11.509,75;9.890,50;432,00;1.503,50
06.01.2022 14:00;06.01.2022 15:00;4.446,75;1.437,00;1.747,50;3.767,75;6.808,25;199,75;4.092,50;12.088,00;11.607,25;10.152,00;1.713,00;1.518,50
06.01.2022 15:00;06.01.2022 16:00;4.520,25;1.444,50;2.118,00;3.646,25;2.544,25;207,75;4.097,75;12.351,25;11.846,00;10.286,75;2.624,50;1.541,00
06.01.2022 16:00;06.01.2022 17:00;4.661,25;1.389,50;2.806,00;5.172,75;153,25;212,75;4.096,50;12.482,50;11.904,50;10.370,00;2.804,50;1.558,25
06.01.2022 17:00;06.01.2022 18:00;4.703,50;1.394,25;4.332,75;7.652,25;3,00;215,25;4.097,50;12.634,50;11.795,50;10.385,25;2.955,75;1.557,00
06.01.2022 18:00;06.01.2022 19:00;4.696,00;1.405,25;4.782,25;10.552,25;3,00;215,00;4.094,75;12.658,25;11.608,00;10.168,75;2.548,50;1.530,00
06.01.2022 19:00;06.01.2022 20:00;4.625,75;1.457,75;5.649,50;13.090,00;3,00;215,50;4.094,25;12.726,50;11.074,50;9.938,50;870,75;1.510,50
06.01.2022 20:00;06.01.2022 21:00;4.479,75;1.434,00;6.449,75;15.069,50;3,00;218,50;4.095,50;12.688,00;10.277,25;8.865,25;359,00;1.504,75
06.01.2022 21:00;06.01.2022 22:00;4.423,50;1.416,50;6.252,25;16.688,00;2,75;219,75;4.096,00;12.741,00;9.072,75;7.442,25;373,00;1.489,75
06.01.2022 22:00;06.01.2022 23:00;4.371,50;1.388,50;6.041,75;17.237,75;3,00;218,25;4.098,75;12.705,00;9.029,75;6.769,00;680,75;1.484,00
06.01.2022 23:00;07.01.2022 00:00;4.338,00;1.369,00;6.027,00;18.166,00;3,00;217,25;4.097,75;12.676,00;8.672,25;6.205,00;236,50;1.478,75
07.01.2022 00:00;07.01.2022 01:00;4.283,25;1.399,75;6.077,75;19.099,75;3,00;193,25;4.087,50;12.980,50;7.832,00;4.965,50;223,25;1.379,50
07.01.2022 01:00;07.01.2022 02:00;4.267,75;1.403,00;6.086,00;20.080,75;2,75;179,00;4.096,50;13.180,75;6.698,50;4.716,25;298,25;1.340,50
07.01.2022 02:00;07.01.2022 03:00;4.253,75;1.409,75;6.061,25;21.494,75;2,50;176,75;4.098,50;12.641,75;6.757,25;4.677,00;286,50;1.352,50
07.01.2022 03:00;07.01.2022 04:00;4.246,25;1.390,25;6.054,75;22.697,25;2,50;178,25;4.102,75;12.317,75;6.522,50;4.713,25;212,00;1.346,25
07.01.2022 04:00;07.01.2022 05:00;4.266,75;1.483,25;6.203,00;23.196,50;2,25;178,50;4.102,00;12.559,50;6.739,25;4.660,75;208,50;1.349,25
07.01.2022 05:00;07.01.2022 06:00;4.293,25;1.422,00;6.217,75;23.980,50;2,00;189,75;4.099,00;13.107,50;7.825,75;5.073,00;208,25;1.380,25
07.01.2022 06:00;07.01.2022 07:00;4.380,25;1.430,50;6.454,50;25.958,25;2,00;213,00;4.098,00;13.175,25;9.577,50;6.123,00;214,00;1.434,50
07.01.2022 07:00;07.01.2022 08:00;4.527,50;1.422,00;6.498,00;27.174,50;2,75;214,00;4.094,75;13.220,25;10.017,00;7.117,25;274,50;1.476,50
07.01.2022 08:00;07.01.2022 09:00;4.622,00;1.448,00;6.500,75;27.391,00;212,00;213,00;4.100,50;13.664,00;9.981,00;7.455,75;197,25;1.473,75
